title,company,company_link,date,link,insights,description
C++ Software Developer,DotActiv,,2024-03-13,https://th.linkedin.com/jobs/view/c%2B%2B-software-developer-at-dotactiv-3855351229?position=7&pageNum=2&refId=%2Bv7Zy0FgbO12V1LfyBICOw%3D%3D&trackingId=R0XIwlo%2BWVrqQExwOsf%2Faw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"At DotActiv, we pride ourselves on providing the South African retail market with high-quality category management software and advisory services aimed at making in-store shopping an all-round better experience. C++ software developers at DotActiv utilise a technology stack that includes the MFC Framework to deliver a standalone application solution which interacts with a Microsoft SQL or PostgreSQL database. We also utilise git and bitbucket to handle our source code.

Responsibilities


Translating application storyboards and use cases into functional applications;
Designing, building, and maintaining efficient, reusable, and reliable C++ code;
Ensuring the best possible performance, quality, and responsiveness of applications;
Identifying bottlenecks and bugs, and devising solutions to these problems; and
Maintaining code quality, organisation, and automatisation



Requirements


MINIMUM REQUIREMENTS:


Minimum of 3 years relevant development experience and expertise in an IT development environment
Grade 12 as per the national senior certificate requirements (Umalusi endorsed and must include higher grade Mathematics with a minimum of 70%);
A relevant IT certification by a recognised and acknowledged issuing authority. For example, A+, N+, MCSE, MCP, MCT, VCP, VCSP and more;
Proficient in C++, with a good knowledge of its ecosystems;
Strong understanding of object-oriented programming;
Skill for writing reusable C++ libraries;
Understanding fundamental design principles behind a scalable application;
Familiarity with Microsoft SQL Server (PostgreSQL would be advantageous);
Implementing automated testing platforms and unit tests;
Proficient understanding of code versioning tools (such as Git)



Benefits


WHAT TO EXPECT FROM DOTACTIV:


You'll receive a Cost to Company of between 57 000 - 65 000 (local currency) depending on your qualifications and experience;
This is a remote-working position, which allows you the flexibility to be based anywhere in South Africa
You'll have a say over product decisions. Read this piece for more information
You'll have a chance to upskill yourself in any field that adds value to your current position;


Show more "
"Full Stack Developer (Golang, PHP, ReactJS)",Garena,,2024-03-11,https://th.linkedin.com/jobs/view/full-stack-developer-golang-php-reactjs-at-garena-3847479070?position=8&pageNum=2&refId=%2Bv7Zy0FgbO12V1LfyBICOw%3D%3D&trackingId=oijtNy5W%2BR1LWpolBkuiyQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Responsibilities:

Develop websites using both front-end and back-end programming languages
Write high-quality, clean, elegant, and maintainable code
Work with product owners to create software solutions
Design and implement various supporting tools as needed
Analyze requirements, design and develop functionalities based on the product requirements
Research to improve back end technologies and practices
Understand the product thoroughly, constantly optimise the product, identify and fix problems, improve stability and user experience




Job Qualifications:

2-3 years of experiences in developing web applications using Golang or PHP Laravel
Hands-on experience with at least one of the programming languages: Golang, Python, PHP
Good knowledge of relational databases, version control tools, and web services
Good communication skills (good command in English will be an advantage!)
Positive attitude, self-discipline, and work hard
Able to work flexible shifts and extended hours
Familiar with Linux development environments is a plus




Office Location:

AIA Capital Center Ratchada (Monday - Friday 10.00 - 19.00)
Show more "
"Junior Software Engineer, IgniteTech (Remote) - $60,000/year USD",Crossover,,2024-03-29,https://th.linkedin.com/jobs/view/junior-software-engineer-ignitetech-remote-%2460-000-year-usd-at-crossover-3871147980?position=10&pageNum=2&refId=%2Bv7Zy0FgbO12V1LfyBICOw%3D%3D&trackingId=wIGF0cIczGNnB6fuECzdng%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, IgniteTech. Have you got what it takes?

Do you see the future of business driven by intelligent automation? If you're an AI innovator with a knack for problem-solving, this role at IgniteTech is the perfect chance to make your mark.

At IgniteTech, we don't settle for incremental improvements or theoretical research. We're laser-focused on harnessing the practical power of LLMs to transform how businesses operate and unlock new levels of productivity. In this role, you'll be the mastermind behind this transformation.

You'll drive daily impact by:


Becoming an LLM wizard: You'll be the go-to expert, leveraging your LLM knowledge to design and develop innovative AI-powered tools and features.
Experimenting like a trailblazer: You'll constantly hunt for the latest AI tools like Amazon CodeWhisperer, integrating them seamlessly into our existing systems to unlock their potential. By developing prototypes and analyzing results, you will assess the impact of these advancements and pave the way for future innovation.
Mastering optimization: You'll identify performance bottlenecks and optimization strategies to ensure our AI infrastructure runs smoothly across AWS.


IgniteTech is where your creativity, skills, and passion for AI converge to create something remarkable. Our culture thrives on innovation, and we believe in empowering our specialists to explore, experiment, and excel.

Apply today and join IgniteTech's mission to revolutionize business with AI!

What You Will Be Doing


Spearhead the creation and enhancement of autonomous training and onboarding platforms using LLMs to automate tasks and streamline workflows.
Conduct hands-on experimentation with state-of-the-art AI technologies such as GPT-4 Vision and Amazon CodeWhisperer to integrate cutting-edge solutions into our product lineup.
Evaluate and refine AI solutions for superior performance and integration across various infrastructures, focusing on AWS to ensure scalability and efficient maintenance.


What You Won’t Be Doing


Routine maintenance of legacy systems; our focus is forward-looking solutions.
Endless meetings that hinder productivity; your time will be spent innovating and implementing.


Junior Software Engineer Key Responsibilities


The creation of AI-driven tools to automate tasks and streamline workflows, directly impacting the company's ability to innovate and improve its service offerings.


Basic Requirements


Professional experience leveraging LLMs, such as ChatGPT, Bing, Bard, or Claude, to automate manual tasks and boost your company's productivity
Proficiency in Python and API integration


About IgniteTech

If you want to work hard at a company where you can grow and be a part of a dynamic team, join IgniteTech!

Through our portfolio of leading enterprise software solutions, we ignite business performance for thousands of customers globally. We’re doing it in an entirely remote workplace that is focused on building teams of top talent and operating in a model that provides challenging opportunities and personal flexibility.

A career with IgniteTech is challenging and fast-paced. We are always looking for energetic and enthusiastic employees to join our world-class team.

We offer opportunities for personal contribution and promote career development. IgniteTech is an Affirmative Action, Equal Opportunity Employer that values the strength that diversity brings to the workplace.

There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!

Working with Crossover

This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $30 USD/hour, which equates to $60,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.

What to expect next:


You will receive an email with a link to start your self-paced, online job application.
Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.


Important! If you do not receive an email from us:


First, emails may take up to 15 minutes to send, refresh and check again.
Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.
Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.
If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply.


Crossover Job Code: LJ-5247-TH-Bangkok-JuniorSoftware


Show more "
Robotic Software Engineer,AI and Robotics Ventures,,2024-03-25,https://th.linkedin.com/jobs/view/robotic-software-engineer-at-ai-and-robotics-ventures-3866903700?position=1&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=WxlmEwwZ3h4z1Ptv%2FZWBSg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"JOB DESCRIPTION

• You will be working to develop software for robot control and automation

• You will be working on an embedded system that controls automated equipment

• You may build new software or test, improve, or debug current software

• You may work in other fields that use robotics as well. This job may include responsibilities such as developing a user interface that non-technical employees can use to set up the equipment

RESPONSIBILITY

• Strong experience with Python

• Strong experience with Linux

• Experience with robot sensor (LiDAR, Depth camera, GPS)

• Experience with C++

• Experience with ROS or ROS2

• Understanding robot coordinate system in 3D world (TF, URDF)

• Understanding robot control theory (Kinematic/dynamic, PID control)

• Experience with simulation software (Gazebo / Ignition / Webot / Isaac sim / Mujoco)

• Experience with source/version control such as Git

• Self- development skills to keep up to date with fast- changing trends

• Experience with mobile robot SLAM & Navigation Systems or automated vehicle

• Experience with MoveIt framework for robot arm control

• Experience with Mavlink, GPS, Ardupilot, PX4

• Experience with computer vision or machine learning

• Experience with embedded programming (in C/C++)

• Experience with Python Back-end framework (FastAPI, Flask)

• Understanding network layer, network protocols, routing and asynchronous I/O

• Experience in container technologies (e.g. Docker)

Show more "
Full Stack Engineer,"Angstrom X Co.,Ltd.",,2024-03-27,https://th.linkedin.com/jobs/view/full-stack-engineer-at-angstrom-x-co-ltd-3869788309?position=3&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=v5rmIpjEq9yFXqiDLotvBw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"E-commerce Order Management System (OMS) development
Show more "
Senior Associate Programmer,Plan B Media Public Company Limited,,2024-03-07,https://th.linkedin.com/jobs/view/senior-associate-programmer-at-plan-b-media-public-company-limited-3849029936?position=4&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=2JdRAqPrAawxK%2FU2JNNUDA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Be a Software Architect & Client Hero!

Do you dream of building innovative software solutions that empower clients and revolutionize their workflows?

We're seeking a passionate and talented Associate II Programmer to join our dynamic team. In this role, you'll be a key player in crafting web-based applications using your expertise in C#.NET, VB.NET, and various other technologies.

Here's what makes this role unique:

Shape the future: You'll have the opportunity to design and develop cutting-edge web applications, directly impacting our clients' success.
Become a client champion: You'll collaborate closely with clients, understanding their needs and exceeding their expectations through exceptional service.
Embrace continuous learning: We foster a culture of growth, providing opportunities to stay ahead of the curve with the latest technologies and trends.

Your responsibilities will include:

Developing software using C#.NET, VB.NET, and PHP
Designing and implementing web-based applications
Applying your knowledge of various technologies to support clients and projects
Troubleshooting and debugging application issues
Conducting code reviews and adhering to change management processes
Staying updated on current and emerging technologies, industry trends, and standards

To be successful, you'll possess:

A Bachelor's Degree in Computer Science, Computer Engineering, or a related field
Strong understanding of web-based applications development using C#.NET, VB.NET, or similar technologies
Proficiency in Visual Studio, MVC.NET, AJAX/jQuery, and SQL Server/Oracle
Excellent communication, interpersonal, problem-solving, and decision-making skills
The ability to thrive in both team and individual settings
Willingness to travel/work upcountry, if required
Minimum 3-5 years of experience in software development

Show more "
Backend Engineer - Performance,Boo,,2024-03-03,https://th.linkedin.com/jobs/view/backend-engineer-performance-at-boo-3845286357?position=5&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=KTh03IYRAg4cpkYZDjmjUQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Boo careers

Personality Social App

Boo is a personality-based social/dating app that allows you to deeply understand anyone and connect with people who intuitively understand you.

Kindly send your resume & portfolio or pm inquiries at ruby@boo.world (HR Recruiter)

The Role

You Will Be Responsible For


Focus more on optimizing system performance.
Monitoring system performance and ensuring reliability and availability.
Implement and optimize data models, database schemas, and queries to support the platform's functionality and performance requirements.


Kindly send your resume & portfolio or pm inquiries at ruby@boo.world (HR Recruiter)

Ideal Profile


You possess a Degree/Diploma in Computer Science, Engineering or related field.
You have at least 2 years experience, ideally within a Network Engineer / Systems Engineer or Performance Marketing role.
You have working knowledge of performance optimization, improve performance, improved speed, lowered cost, increased stability and efficiency


Kindly send your resume & portfolio or pm inquiries at ruby@boo.world (HR Recruiter)

What's on Offer?


Strong opportunities to progress your career
Fantastic work culture
Opportunity to make a positive impact
Show more "
Java full stack developer,GLOINNT Solutions Pvt. Ltd.,,2024-03-12,https://th.linkedin.com/jobs/view/java-full-stack-developer-at-gloinnt-solutions-pvt-ltd-3852528322?position=6&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=icaXRTVMBTy11wP5Yj8inQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Role: Java Full Stack with Angular

Experience: 3+ Years

Location: Bangalore

Notice Period: Immediate or 30 days

Job Description


Hands-on experience on Java 1.8(OpenJDK )
Real time experience of Authentication & Authorization Mechanism
Real time experience of Web API JAX-RS implementation (REML/CXF/
Sprint WS)
Knowledge of Microservice architecture
Hands-on experience on Spring, Spring Core, Spring IOC, Spring Data JPA & Spring REST
2+ years of experience of Spring Boot
Experience in Spring Framework
Experience of Hibernate
Expertise of Web Server Apache/Tomcat
Hands-on experience in Maven Build tool/ Jenkins
Real time experience of Database (MYSQL/MS SQL/Oracle / PostGreSQL)
Minimum 2+ years of Experience in Angular6 onwards
AJAX (Asynchronous JavaScript and XML)
Knowledge/Experience of Agile-Scrum/SAFe
Show more "
Frontend Developer (Flutter),ZEEN,,2024-03-28,https://th.linkedin.com/jobs/view/frontend-developer-flutter-at-zeen-3868082438?position=7&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=boPBYODMztXPgE%2F0c%2FqrjA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"You will be a part of an exciting team with a high ambition to transform the retail industry with Artificial Intelligence and Machine Learning. We are looking for an objective-driven candidate who can participate in our agile team.

Responsibilities

Collaborate with cross-functional teams to define, design, and ship new features.
Develop high-quality, reusable, and efficient code using Flutter.
Work on bug fixing and improving application performance.
Must actively participate in the refactoring of the existing codebase to improve maintainability and scalability.
Maintain code integrity and organization.
Collaborate with the UX/UI design team to implement design into the code.
Stay updated on emerging technologies and trends in mobile app development.




Qualifications

Proven experience as a Flutter Developer or similar role.
Experience with state management solutions in Flutter
Proven experience in refactoring and improving legacy codebases is a must.
Experience in integrating third-party APIs and web services.
Strong problem-solving skills and attention to detail.
Ability to work well in a collaborative team environment.
Excellent communication skills.




Benefits:

Hybrid working
Free online learning courses and books
Monthly health benefit
Birthday month benefit
Free snacks and food every month
Office at BTS Saphan Taksin
Please send your CV to apply@zeen.cloud


Show more "
Software Engineer (Lending),KASIKORN Business-Technology Group [KBTG],,2024-03-14,https://th.linkedin.com/jobs/view/software-engineer-lending-at-kasikorn-business-technology-group-kbtg-3828531387?position=8&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=8Us%2FBKhK%2FF3eoJUK%2F7UyGg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"At KBTG, we build our own platforms as well as service external well-known clients like PTT, LINE, GRAB and so on with an Open Platform technology structure. We dedicate to build new financial service experiences which aim to satisfy users the most and be part of their daily life.




We are looking for Software Engineer who passionates about our product, cutting edge technology and would like to make a greater impact to society. The ideal candidate is an experienced software developer, mobile developer with a solid background on specific programming..




Skill We Prefer:

We do need Java and Golang programming skills




Responsibilities:

Develop accurate and efficient programs
Maintain current knowledge of standard language, coding methods, and operations requirements
Thoroughly tests the operation of completed programs and linkage to other programs
Assists the system analyst to establish file requirements and processing specifications for automated portions of the system
Build software and deploy to UIS/SIT/UAT environment
Working alongside other engineers and developers working on different layers of the infrastructure.
Having commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential.




Minimum Qualifications:

Minimum 1 – 3 (for Junior) / 4 – 6 (for Senior) years of experience in Java and Golang.
Having experience in developing JAVA and GO.
Knowledge of XML, Restful, JSON, Framework, SQLite and OOP Concept
Knowledge of SVN,GIT
Good attitude, problem solving and communication skill, enjoy facing new challenges
Fast learning and can work as a team
Obtained Degree in Computer Science, Computer Engineering, IT or related fields




Work Location: KBTG Building, Changwattana, Muang Thong Thani




Contact us: rungtawan.b@kbtg.tech l 02-008-1462




*All applications will be accepted by email in MS Word or PDF only*

**Only shortlisted will be contacted from KBTG**

Show more "
"Software Engineer, Trilogy (Remote) - $60,000/year USD",Crossover,,2024-03-29,https://th.linkedin.com/jobs/view/software-engineer-trilogy-remote-%2460-000-year-usd-at-crossover-3871147941?position=9&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=5c0cdTNFOUTWLAcXsdDUPw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, Trilogy. Have you got what it takes?

Are you ready to redefine the landscape of software development with AI at your fingertips? Trilogy is on the hunt for pioneering spirits. As we embrace an AI-First approach, we're not just adapting to the future—we're creating it. If you see AI as your ally, ready to augment your every task and unlock new realms of efficiency and creativity, this is your arena.

In the vast expanse of software engineering, only a select few dare to tread where technology meets untapped potential. At Trilogy, we're offering more than a job; we're offering a revolution. A place where AI doesn't replace you but elevates you to a status akin to a sorcerer of code—conjuring solutions, debugging spells, and engineering marvels at a pace and precision beyond mere mortal reach.

This isn't just software development; it's software development reborn. You'll build AI Second Brains that distill domains into essence, wielding RAG vector stores as your crystal ball to foresee and fix bugs before they hatch. Your mission: to catapult our suite of enterprise software into the stratosphere of innovation, satisfaction, and user experience.

Trilogy is for the brave, the curious, and the forward-thinking. We're remapping the world of work with AI as our compass. Ready to join the journey?

What You Will Be Doing


Empowering Projects with AI: Initiate every project with AI, from building features to debugging and diagnosing defects.
Crafting AI 2nd Brains: Create AI-driven summaries of product, domain, or company knowledge, making you and your team smarter and faster.
Harnessing RAG for Bug Hunting: Use Retrieval-Augmented Generation vector stores to sniff out and squash bugs with unmatched efficiency.
Innovating with Cloud and On-prem Solutions: Work on AWS-based cloud-native applications and on-prem products, ensuring they're infused with AI magic.
Becoming an AI Pioneer: Lead the charge in integrating AI into software engineering, proving it's a force multiplier, not a replacement.


What You Won’t Be Doing


Manual Debugging Drudgery: Forget the old ways of debugging. You're equipped with AI to spot and solve issues effortlessly.
Commanding the Front Lines, Not Muddling through Management: Here, your genius lies in weaving code into solutions, not in marshaling troops or being stuck in project management meetings.


Software Engineer Key Responsibilities

Transform software development with AI augmentation, leading Trilogy's products to new heights of innovation, efficiency, and user experience.

Basic Requirements


At least 2 years of experience in software development
Proficiency in Java and C#.
Experience with cloud services & development (such as Lambda, EC2, PaaS, containerization, EKS, ECS, etc).
A knack for starting every project with AI at the core.
Passion for AI and its potential to enhance software development.
Eagerness to be part of an AI-First future, exploring AI's capabilities beyond conventional applications.


About Trilogy

Hundreds of software businesses run on the Trilogy Business Platform. For three decades, Trilogy has been known for 3 things: Relentlessly seeking top talent, Innovating new technology, and incubating new businesses. Our technological innovation is spearheaded by a passion for simple customer-facing designs. Our incubation of new businesses ranges from entirely new moon-shot ideas to rearchitecting existing projects for today's modern cloud-based stack. Trilogy is a place where you can be surrounded with great people, be proud of doing great work, and grow your career by leaps and bounds.

There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!

Working with Crossover

This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $30 USD/hour, which equates to $60,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.

What to expect next:


You will receive an email with a link to start your self-paced, online job application.
Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.


Important! If you do not receive an email from us:


First, emails may take up to 15 minutes to send, refresh and check again.
Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.
Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.
If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply.


Crossover Job Code: LJ-3889-TH-NakhonRa-SoftwareEngine


Show more "
Application Technology Development Engineer,Siam Cement Group (SCG),,2024-03-25,https://th.linkedin.com/jobs/view/application-technology-development-engineer-at-siam-cement-group-scg-3866384984?position=10&pageNum=5&refId=L5LsC3QI46DXDgC2ejm7Yw%3D%3D&trackingId=fn%2BmJBTlAbipiyoKMz7Dlw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Develop new products and systems to create a Competitive Advantage in the market.
Improve existing products to address pain points for technicians and engineers/architects.
Define product usage guidelines for safety and expertise in the system.
Study, source, develop, design, and produce tools, materials, and processes that contribute to efficient and effective solutions.
Transfer technical knowledge to the technical team to enable them to train technicians and relevant personnel (Training the trainer).
Benchmark SCG's product systems against competitors, both locally and internationally, for continuous product development.
Study alternative materials for SCG products to plan future system development.
Source and evaluate suppliers or partners for the expansion of the product system.

Show more "
ICL_Backend Engineer(U303),"Industrial Technology Research Institute (ITRI)(工業技術研究院, 工研院)",,2024-03-19,https://th.linkedin.com/jobs/view/icl-backend-engineer-u303-at-industrial-technology-research-institute-itri-%E5%B7%A5%E6%A5%AD%E6%8A%80%E8%A1%93%E7%A0%94%E7%A9%B6%E9%99%A2-%E5%B7%A5%E7%A0%94%E9%99%A2-3860363919?position=1&pageNum=7&refId=GbbmYaCRdAoiPd8z2467VA%3D%3D&trackingId=zI1xNaajOzmV3FEdcquFFw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"This position is in ITRI's Information and Communications Research Laboratories (ICL), based on our main campus in Hsinchu County, Taiwan.




Job content:

1. Cooperate with the project team to develop the backend system and interface.

2. Database structure design, construction and maintenance

3. Through exploration and analysis of data to optimize applications




Criteria:

1. Education level: Master or above,

2. Major: Computer Science / Information Engineering / Mathematics / Electrical Engineering / Control Engineering and related.

3.Skills:

Familiar with one of: PHP or node.js or Perl

Familiar with MySQL or BigQuery or other SQ

4. Experience in data processing and data analysis

Experience in participating in large-scale projects or working with teams in other fields

5. Personality:

Proactive, responsible, good teamwork and self-management skills, willing to try new technologies and fields

Show more "
Android Developer,Accenture Southeast Asia,,2024-03-27,https://th.linkedin.com/jobs/view/android-developer-at-accenture-southeast-asia-3870873035?position=2&pageNum=7&refId=GbbmYaCRdAoiPd8z2467VA%3D%3D&trackingId=F23kfTsYtqOd4WUoL3Xy8w%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Responsibilities:



Design, develop and test applications on the Android mobile platform



Qualifications:



Bachelor's Degree in Information Technology, Computer Science or other relevant fields


Minimum of 4 years experience in Java


At least 2 years experience in native Android development with Android SDK and application components such as Layouts, Fragments, Activities, Intents, Action bar menus, Resources, Manifest file and APK generation


Extensive experience in creating rigorous tests for Android applications


Background in working with JSON, XML, Web-services such HTTP, REST, XHR requests and Android Studio


Implementation of front end design for Android application(s)


Experience on Hybrid Application development using PhoneGap or Appcelerator is a plus



Show more "
PAOffShrNG52Q2 - Associate Software Engineer,SS&C Technologies,,2024-03-11,https://th.linkedin.com/jobs/view/paoffshrng52q2-associate-software-engineer-at-ss-c-technologies-3852970723?position=3&pageNum=7&refId=GbbmYaCRdAoiPd8z2467VA%3D%3D&trackingId=1V1wGnFmrhCgX8hnNK10ow%3D%3D&trk=public_jobs_jserp-result_search-card,[],"SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.

Job Description

Job Responsibilities:

The successful applicant will be working in Mainframe Development environment as a part of developers assisting in the development and support for Financial Services business.


Develops software solutions by studying information needed, confirming requirement with client/business person, studying systems flow, data usage, and work processes.
Investigating problem areas and providing the effective solutions.
Deliver high quality of deliverable in accordance with the design, performs testing and debugging of applications.
Completes documentation and procedures for installation and maintenance.
Adheres to Software Engineering and Information Security Controls.
Develop and follow corporate standards and processes.
Able to work in weekend as needed.


Qualifications:


Bachelor’s degree in a computer/related majors (e.g., Computer Science, Computer Information Systems, Management Information Systems, Mathematics, Engineering or related field).
0-3 years equivalent work related experience using any programming languages and willing to learn mainframe, InDocs and Dialogue tools. The mainframe coding/utilities/tools training will be provided.
Knowledge of Mainframe, Relational Database and SQL, Java, HTML,Github and Sharepoint is an advantage
A highly productive developer with the curiosity and aptitude to learn and apply technology and business.
A good communication in English (reading, writing and speaking) and be able to clearly articulate opinions and ideas.
Excellent programming, analytical, reasoning and problem-solving abilities.
Capacity to meet deadlines and to work under pressure in a team environment.
Ability to focus on multiple tasks at once and to troubleshoot problems quickly.


Unless explicitly requested or approached by SS&C Technologies, Inc. or any of its affiliated companies, the company will not accept unsolicited resumes from headhunters, recruitment agencies, or fee-based recruitment services. SS&C offers excellent benefits including health, dental, 401k plan, tuition and professional development reimbursement plan. SS&C Technologies is an Equal Employment Opportunity employer and does not discriminate against any applicant for employment or employee on the basis of race, color, religious creed, gender, age, marital status, sexual orientation, national origin, disability, veteran status or any other classification protected by applicable discrimination laws.


Show more "
Senior Web Development,Dusit Hotels and Resorts,,2024-03-05,https://th.linkedin.com/jobs/view/senior-web-development-at-dusit-hotels-and-resorts-3842571510?position=4&pageNum=7&refId=GbbmYaCRdAoiPd8z2467VA%3D%3D&trackingId=%2FKG78jDyrKKbmQZA0Xs4%2Fg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Dusit International is seeking a talented and creative UI/UX Designer to join our dynamic team. This role is ideal for someone passionate about crafting intuitive and engaging user interfaces, with a particular focus on leveraging Elementor within a WordPress environment. If you are someone who thrives in a collaborative setting and is keen on using web technologies to enhance user experiences, we would love to hear from you.




Key Responsibilities:

WordPress and Elementor skill is requires

Design and implement intuitive UI/UX solutions for a variety of projects using Elementor on WordPress.
Work closely with cross-functional teams to gather requirements and deliver innovative design solutions that meet business objectives.
Use data-driven approaches to present and justify your designs to executives, ensuring a strong understanding of Google Analytics to inform your decisions.
Ensure the technical feasibility of UI/UX designs, aiming to minimize the need for hard-coded scripts.
Keep abreast of the latest design trends, techniques, and technologies to continuously improve our offerings.
Actively contribute to team discussions with creative ideas and solutions.




Qualifications:

Minimum of 3 years of experience in UI/UX design, with a strong preference for candidates experienced in WordPress and Elementor.
A compelling portfolio that demonstrates your design skills and highlights successful projects.
Proficiency in CSS, JavaScript, and PHP, particularly as they relate to UI/UX design.
Excellent communication skills in both Thai and English, facilitating effective teamwork and client interactions.
A proven ability to work collaboratively in a team environment, contributing to a positive work culture.
A creative mindset with a keen attention to detail, ensuring high-quality design outputs.
Show more "
